Label,Assay ID,Condition ID,"K2HPO4
(mM)","KH2PO4
(mM)","Na2HPO4
(mM)","Glucose
(mM)","(NH4)2SO4
(mM)","NH4Cl
(mM)","Alanine
(mM)","Arginine/HCl
(mM)","Asparagine/H2O
(mM)","AsparticAcid
(mM)","Cystine/HCl/H2O
(mM)","GlutamicAcid/HCl
(mM)","Glutamine
(mM)","Glycine
(mM)","Histidine/HCl/H2O
(mM)","Isoleucine
(mM)","Leucine
(mM)","Lysine/HCl
(mM)","Methionine
(mM)","Phenylalanine
(mM)","Proline
(mM)","Serine
(mM)","Threonine
(mM)","Tryptophan
(mM)","Tyrosine
(mM)","Valine
(mM)","KCl
(mM)","NaCl
(mM)","MgSO4/7H2O
(mM)","MgCl2/6H2O
(mM)","CaCl2/2H2O
(mM)","CaSO4/2H2O
(mM)","Na3C6H5O7/2H2O
(mM)","Na2S2O3/5H2O
(mM)","FeSO4/7H2O
(mM)","CuSO4/5H2O
(mM)","Na2MoO4/2H2O
(mM)","ZuSO4/7H2O
(mM)","Thiamine/HCl
(mM)","Pyridoxine
(mM)","FolicAcid
(mM)","Riboflavin
(mM)","H3BO3
(mM)","AminobenzoicAcid
(mM)"
Curve00064,Round01_0064,Cond00006,61.5,0.0385,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00065,Round01_0065,Cond00006,61.5,0.0385,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00066,Round01_0066,Cond00006,61.5,0.0385,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00067,Round01_0067,Cond00006,61.5,0.0385,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00068,Round01_0068,Cond00006,61.5,0.0385,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00069,Round01_0069,Cond00006,61.5,0.0385,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00070,Round01_0070,Cond00006,61.5,0.0385,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00071,Round01_0071,Cond00006,61.5,0.0385,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00072,Round01_0072,Cond00006,61.5,0.0385,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00073,Round01_0073,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00074,Round01_0074,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00075,Round01_0075,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00076,Round01_0076,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00077,Round01_0077,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00078,Round01_0078,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00079,Round01_0079,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00080,Round01_0080,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00081,Round01_0081,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00082,Round01_0082,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00083,Round01_0083,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00084,Round01_0084,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00085,Round01_0085,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00086,Round01_0086,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00087,Round01_0087,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00088,Round01_0088,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00089,Round01_0089,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00090,Round01_0090,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00091,Round01_0091,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00092,Round01_0092,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00093,Round01_0093,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00094,Round01_0094,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00095,Round01_0095,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00096,Round01_0096,Cond00003,61.5,22.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00097,Round01_0097,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00098,Round01_0098,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00099,Round01_0099,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00100,Round01_0100,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00101,Round01_0101,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00102,Round01_0102,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00103,Round01_0103,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00104,Round01_0104,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00105,Round01_0105,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00106,Round01_0106,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00107,Round01_0107,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00108,Round01_0108,Cond00008,61.5,38.5,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00109,Round01_0109,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00110,Round01_0110,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00111,Round01_0111,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00112,Round01_0112,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00113,Round01_0113,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00114,Round01_0114,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00115,Round01_0115,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00116,Round01_0116,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00117,Round01_0117,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00118,Round01_0118,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00119,Round01_0119,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00120,Round01_0120,Cond00009,61.5,77.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00121,Round01_0121,Cond00010,61.5,22.0,0.0,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00122,Round01_0122,Cond00010,61.5,22.0,0.0,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00123,Round01_0123,Cond00010,61.5,22.0,0.0,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00124,Round01_0124,Cond00010,61.5,22.0,0.0,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00125,Round01_0125,Cond00010,61.5,22.0,0.0,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00126,Round01_0126,Cond00010,61.5,22.0,0.0,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00127,Round01_0127,Cond00010,61.5,22.0,0.0,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00128,Round01_0128,Cond00010,61.5,22.0,0.0,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve00129,Round01_0129,Cond00010,61.5,22.0,0.0,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
