ENSP,ENSG
ENSP00000395804,ENSG00000188687
ENSP00000399319,ENSG00000188687
ENSP00000405678,ENSG00000188687
ENSP00000407550,ENSG00000188687
ENSP00000414162,ENSG00000188687
ENSP00000490265,ENSG00000188687
ENSP00000490698,ENSG00000188687
ENSP00000321821,ENSG00000186204
ENSP00000430849,ENSG00000186204
ENSP00000446812,ENSG00000186204
ENSP00000447922,ENSG00000186204
ENSP00000448560,ENSG00000186204
ENSP00000448998,ENSG00000186204
ENSP00000449703,ENSG00000186204
ENSP00000302177,ENSG00000143797
ENSP00000417409,ENSG00000143797
ENSP00000419573,ENSG00000143797
ENSP00000420114,ENSG00000143797
ENSP00000274140,ENSG00000145495
ENSP00000414643,ENSG00000145495
ENSP00000424512,ENSG00000145495
ENSP00000425930,ENSG00000145495
ENSP00000426000,ENSG00000145495
ENSP00000282541,ENSG00000152642
ENSP00000392199,ENSG00000152642
ENSP00000393861,ENSG00000152642
ENSP00000408770,ENSG00000152642
ENSP00000416518,ENSG00000152642
ENSP00000260376,ENSG00000137817
ENSP00000287196,ENSG00000137817
ENSP00000403265,ENSG00000137817
ENSP00000454298,ENSG00000137817
ENSP00000455637,ENSG00000137817
ENSP00000455815,ENSG00000137817
ENSP00000455847,ENSG00000137817
ENSP00000456348,ENSG00000137817
ENSP00000456370,ENSG00000137817
ENSP00000456468,ENSG00000137817
ENSP00000456749,ENSG00000137817
ENSP00000457134,ENSG00000137817
ENSP00000457187,ENSG00000137817
ENSP00000457752,ENSG00000137817
ENSP00000457862,ENSG00000137817
ENSP00000484561,ENSG00000137817
ENSP00000040663,ENSG00000037757
ENSP00000314871,ENSG00000037757
ENSP00000354665,ENSG00000198695
ENSP00000350467,ENSG00000109065
ENSP00000462019,ENSG00000109065
ENSP00000462120,ENSG00000109065
ENSP00000462454,ENSG00000109065
ENSP00000462835,ENSG00000109065
ENSP00000463353,ENSG00000109065
ENSP00000463523,ENSG00000109065
ENSP00000463760,ENSG00000109065
ENSP00000463824,ENSG00000109065
ENSP00000463860,ENSG00000109065
ENSP00000464142,ENSG00000109065
ENSP00000464281,ENSG00000109065
ENSP00000464505,ENSG00000109065
ENSP00000464681,ENSG00000109065
ENSP00000297785,ENSG00000165092
ENSP00000366138,ENSG00000165092
ENSP00000388026,ENSG00000165092
ENSP00000401361,ENSG00000165092
ENSP00000321239,ENSG00000163743
ENSP00000370220,ENSG00000163743
ENSP00000421084,ENSG00000163743
ENSP00000421958,ENSG00000163743
ENSP00000423976,ENSG00000163743
ENSP00000424472,ENSG00000163743
ENSP00000424631,ENSG00000163743
ENSP00000427205,ENSG00000163743
ENSP00000265339,ENSG00000119048
ENSP00000425137,ENSG00000119048
ENSP00000425237,ENSG00000119048
ENSP00000426364,ENSG00000119048
ENSP00000475241,ENSG00000281500
ENSP00000475991,ENSG00000281500
ENSP00000476176,ENSG00000281500
ENSP00000476242,ENSG00000281500
ENSP00000493469,ENSG00000281500
ENSP00000518334,ENSG00000281500
ENSP00000518335,ENSG00000281500
ENSP00000518336,ENSG00000281500
ENSP00000518337,ENSG00000281500
ENSP00000518338,ENSG00000281500
ENSP00000518339,ENSG00000281500
ENSP00000518340,ENSG00000281500
ENSP00000518341,ENSG00000281500
ENSP00000518342,ENSG00000281500
ENSP00000228606,ENSG00000111012
ENSP00000518840,ENSG00000111012
ENSP00000518841,ENSG00000111012
ENSP00000520812,ENSG00000111012
ENSP00000520828,ENSG00000111012
ENSP00000378804,ENSG00000184788
ENSP00000425421,ENSG00000184788
ENSP00000493598,ENSG00000184788
ENSP00000494345,ENSG00000184788
ENSP00000495329,ENSG00000184788
ENSP00000429584,ENSG00000197763
ENSP00000430031,ENSG00000197763
ENSP00000333946,ENSG00000119723
ENSP00000377594,ENSG00000119723
ENSP00000450511,ENSG00000119723
ENSP00000450736,ENSG00000119723
ENSP00000451123,ENSG00000119723
ENSP00000451301,ENSG00000119723
ENSP00000451562,ENSG00000119723
ENSP00000486650,ENSG00000119723
ENSP00000282841,ENSG00000152904
ENSP00000351852,ENSG00000152904
ENSP00000375728,ENSG00000152904
ENSP00000417772,ENSG00000152904
ENSP00000417865,ENSG00000152904
ENSP00000418690,ENSG00000152904
ENSP00000306640,ENSG00000012660
ENSP00000359951,ENSG00000012660
ENSP00000359956,ENSG00000012660
ENSP00000440728,ENSG00000012660
ENSP00000292180,ENSG00000160688
ENSP00000295530,ENSG00000160688
ENSP00000317296,ENSG00000160688
ENSP00000357413,ENSG00000160688
ENSP00000357416,ENSG00000160688
ENSP00000357417,ENSG00000160688
ENSP00000357418,ENSG00000160688
ENSP00000215754,ENSG00000240972
ENSP00000482779,ENSG00000240972
ENSP00000276055,ENSG00000147119
ENSP00000350263,ENSG00000197563
ENSP00000383188,ENSG00000197563
ENSP00000464707,ENSG00000197563
ENSP00000465241,ENSG00000197563
ENSP00000465506,ENSG00000197563
ENSP00000465897,ENSG00000197563
ENSP00000466035,ENSG00000197563
ENSP00000466462,ENSG00000197563
ENSP00000466883,ENSG00000197563
ENSP00000466985,ENSG00000197563
ENSP00000467410,ENSG00000197563
ENSP00000467812,ENSG00000197563
ENSP00000468456,ENSG00000197563
ENSP00000468721,ENSG00000197563
ENSP00000490965,ENSG00000197563
ENSP00000490970,ENSG00000197563
ENSP00000491010,ENSG00000197563
ENSP00000491013,ENSG00000197563
ENSP00000491022,ENSG00000197563
ENSP00000491111,ENSG00000197563
ENSP00000491270,ENSG00000197563
ENSP00000491318,ENSG00000197563
ENSP00000491415,ENSG00000197563
ENSP00000491459,ENSG00000197563
ENSP00000491475,ENSG00000197563
ENSP00000491525,ENSG00000197563
ENSP00000491549,ENSG00000197563
ENSP00000491620,ENSG00000197563
ENSP00000491628,ENSG00000197563
ENSP00000491811,ENSG00000197563
ENSP00000491850,ENSG00000197563
ENSP00000491929,ENSG00000197563
ENSP00000491963,ENSG00000197563
ENSP00000492017,ENSG00000197563
ENSP00000492051,ENSG00000197563
ENSP00000492233,ENSG00000197563
ENSP00000492474,ENSG00000197563
ENSP00000492592,ENSG00000197563
ENSP00000492660,ENSG00000197563
ENSP00000492783,ENSG00000197563
ENSP00000492804,ENSG00000197563
ENSP00000311496,ENSG00000173838
ENSP00000416177,ENSG00000173838
ENSP00000443746,ENSG00000173838
ENSP00000463029,ENSG00000173838
ENSP00000463080,ENSG00000173838
ENSP00000463572,ENSG00000173838
ENSP00000464220,ENSG00000173838
ENSP00000333813,ENSG00000182858
ENSP00000417387,ENSG00000182858
ENSP00000420630,ENSG00000182858
ENSP00000264249,ENSG00000115526
ENSP00000387121,ENSG00000115526
ENSP00000387309,ENSG00000115526
ENSP00000387977,ENSG00000115526
ENSP00000395643,ENSG00000115526
ENSP00000405922,ENSG00000115526
ENSP00000407525,ENSG00000115526
ENSP00000416831,ENSG00000115526
ENSP00000323326,ENSG00000100644
ENSP00000338018,ENSG00000100644
ENSP00000378446,ENSG00000100644
ENSP00000437955,ENSG00000100644
ENSP00000346693,ENSG00000197977
ENSP00000001008,ENSG00000004478
ENSP00000438491,ENSG00000004478
ENSP00000439703,ENSG00000004478
ENSP00000442193,ENSG00000004478
ENSP00000446368,ENSG00000004478
ENSP00000486800,ENSG00000004478
ENSP00000348931,ENSG00000164434
ENSP00000357429,ENSG00000164434
ENSP00000352400,ENSG00000126883
ENSP00000396576,ENSG00000126883
ENSP00000416934,ENSG00000126883
ENSP00000433606,ENSG00000126883
ENSP00000433654,ENSG00000126883
ENSP00000434223,ENSG00000126883
ENSP00000435364,ENSG00000126883
ENSP00000435583,ENSG00000126883
ENSP00000435874,ENSG00000126883
ENSP00000436793,ENSG00000126883
ENSP00000437139,ENSG00000126883
ENSP00000498226,ENSG00000126883
ENSP00000498545,ENSG00000126883
ENSP00000498774,ENSG00000126883
ENSP00000498792,ENSG00000126883
ENSP00000499001,ENSG00000126883
ENSP00000511963,ENSG00000126883
ENSP00000511964,ENSG00000126883
ENSP00000347792,ENSG00000078269
ENSP00000356080,ENSG00000078269
ENSP00000356089,ENSG00000078269
ENSP00000411202,ENSG00000078269
ENSP00000436657,ENSG00000078269
ENSP00000492369,ENSG00000078269
ENSP00000492532,ENSG00000078269
ENSP00000264170,ENSG00000115919
ENSP00000364928,ENSG00000115919
ENSP00000386731,ENSG00000115919
ENSP00000387296,ENSG00000115919
ENSP00000401190,ENSG00000115919
ENSP00000481930,ENSG00000115919
ENSP00000482009,ENSG00000115919
ENSP00000484801,ENSG00000115919
ENSP00000262622,ENSG00000124302
ENSP00000392604,ENSG00000124302
ENSP00000393879,ENSG00000124302
ENSP00000467012,ENSG00000124302
ENSP00000499084,ENSG00000124302
ENSP00000008938,ENSG00000008438
ENSP00000318867,ENSG00000180432
ENSP00000404499,ENSG00000180432
ENSP00000266395,ENSG00000139053
ENSP00000319141,ENSG00000071967
ENSP00000364401,ENSG00000071967
ENSP00000386739,ENSG00000071967
ENSP00000402242,ENSG00000071967
ENSP00000478647,ENSG00000103222
ENSP00000481080,ENSG00000103222
ENSP00000483316,ENSG00000103222
ENSP00000382340,ENSG00000103222
ENSP00000382342,ENSG00000103222
ENSP00000461615,ENSG00000103222
ENSP00000502873,ENSG00000103222
ENSP00000503954,ENSG00000103222
ENSP00000264883,ENSG00000138750
ENSP00000421304,ENSG00000138750
ENSP00000424172,ENSG00000138750
ENSP00000424389,ENSG00000138750
ENSP00000425243,ENSG00000138750
ENSP00000426609,ENSG00000138750
ENSP00000512003,ENSG00000138750
ENSP00000512004,ENSG00000138750
ENSP00000512005,ENSG00000138750
ENSP00000512006,ENSG00000138750
ENSP00000512007,ENSG00000138750
ENSP00000512008,ENSG00000138750
ENSP00000512009,ENSG00000138750
ENSP00000512010,ENSG00000138750
ENSP00000512011,ENSG00000138750
ENSP00000512012,ENSG00000138750
ENSP00000512013,ENSG00000138750
ENSP00000512014,ENSG00000138750
ENSP00000210444,ENSG00000095380
ENSP00000404107,ENSG00000095380
ENSP00000404642,ENSG00000095380
ENSP00000278279,ENSG00000149016
ENSP00000308000,ENSG00000149016
ENSP00000419607,ENSG00000149016
ENSP00000419792,ENSG00000149016
ENSP00000420739,ENSG00000149016
ENSP00000305310,ENSG00000077463
ENSP00000337332,ENSG00000077463
ENSP00000469001,ENSG00000077463
ENSP00000470215,ENSG00000077463
ENSP00000471123,ENSG00000077463
ENSP00000471837,ENSG00000077463
ENSP00000472023,ENSG00000077463
ENSP00000473085,ENSG00000077463
ENSP00000305974,ENSG00000084453
ENSP00000390672,ENSG00000084453
ENSP00000392124,ENSG00000084453
ENSP00000394854,ENSG00000084453
ENSP00000401195,ENSG00000084453
ENSP00000403638,ENSG00000084453
ENSP00000407462,ENSG00000084453
ENSP00000409314,ENSG00000084453
ENSP00000409691,ENSG00000084453
ENSP00000410338,ENSG00000084453
ENSP00000416190,ENSG00000084453
ENSP00000438348,ENSG00000084453
ENSP00000440154,ENSG00000084453
ENSP00000508235,ENSG00000084453
ENSP00000470801,ENSG00000268104
ENSP00000233969,ENSG00000115616
ENSP00000403205,ENSG00000101290
ENSP00000419879,ENSG00000101290
ENSP00000485206,ENSG00000263353
ENSP00000517691,ENSG00000263353
ENSP00000489219,ENSG00000162885
ENSP00000489249,ENSG00000162885
ENSP00000489342,ENSG00000162885
ENSP00000518747,ENSG00000162885
ENSP00000518748,ENSG00000162885
ENSP00000518749,ENSG00000162885
ENSP00000315678,ENSG00000162885
ENSP00000355559,ENSG00000162885
ENSP00000481548,ENSG00000162885
ENSP00000501896,ENSG00000162885
ENSP00000502069,ENSG00000162885
ENSP00000502392,ENSG00000162885
ENSP00000356165,ENSG00000143845
ENSP00000356169,ENSG00000143845
ENSP00000356170,ENSG00000143845
ENSP00000394618,ENSG00000143845
ENSP00000398091,ENSG00000143845
ENSP00000405497,ENSG00000143845
ENSP00000406241,ENSG00000143845
ENSP00000410580,ENSG00000143845
ENSP00000261416,ENSG00000049860
ENSP00000423713,ENSG00000049860
ENSP00000424550,ENSG00000049860
ENSP00000424939,ENSG00000049860
ENSP00000426285,ENSG00000049860
ENSP00000426384,ENSG00000049860
ENSP00000305920,ENSG00000170266
ENSP00000306920,ENSG00000170266
ENSP00000382333,ENSG00000170266
ENSP00000387989,ENSG00000170266
ENSP00000401250,ENSG00000170266
ENSP00000403264,ENSG00000170266
ENSP00000407365,ENSG00000170266
ENSP00000411769,ENSG00000170266
ENSP00000411813,ENSG00000170266
ENSP00000219302,ENSG00000103024
ENSP00000454498,ENSG00000103024
ENSP00000455271,ENSG00000103024
ENSP00000455435,ENSG00000103024
ENSP00000456160,ENSG00000103024
ENSP00000247970,ENSG00000127445
ENSP00000466656,ENSG00000127445
ENSP00000466780,ENSG00000127445
ENSP00000466962,ENSG00000127445
ENSP00000467197,ENSG00000127445
ENSP00000279027,ENSG00000158296
ENSP00000290317,ENSG00000158296
ENSP00000361193,ENSG00000158296
ENSP00000394217,ENSG00000158296
ENSP00000395095,ENSG00000158296
ENSP00000397955,ENSG00000158296
ENSP00000415852,ENSG00000158296
ENSP00000417784,ENSG00000158296
ENSP00000419621,ENSG00000158296
ENSP00000420177,ENSG00000158296
ENSP00000310170,ENSG00000175592
ENSP00000393302,ENSG00000175592
ENSP00000431594,ENSG00000175592
ENSP00000434350,ENSG00000175592
ENSP00000436276,ENSG00000175592
ENSP00000358106,ENSG00000085377
ENSP00000401796,ENSG00000085377
ENSP00000499089,ENSG00000085377
ENSP00000279263,ENSG00000149809
ENSP00000329520,ENSG00000149809
ENSP00000431300,ENSG00000149809
ENSP00000431685,ENSG00000149809
ENSP00000432171,ENSG00000149809
ENSP00000432187,ENSG00000149809
ENSP00000432413,ENSG00000149809
ENSP00000433275,ENSG00000149809
ENSP00000433325,ENSG00000149809
ENSP00000434447,ENSG00000149809
ENSP00000434598,ENSG00000149809
ENSP00000435458,ENSG00000149809
ENSP00000435972,ENSG00000149809
ENSP00000436233,ENSG00000149809
ENSP00000436370,ENSG00000149809
ENSP00000265093,ENSG00000113732
ENSP00000427941,ENSG00000113732
ENSP00000429690,ENSG00000113732
ENSP00000430896,ENSG00000113732
ENSP00000318852,ENSG00000162813
ENSP00000346862,ENSG00000162813
ENSP00000410348,ENSG00000162813
ENSP00000444398,ENSG00000162813
ENSP00000446828,ENSG00000162813
ENSP00000446850,ENSG00000162813
ENSP00000446953,ENSG00000162813
ENSP00000448740,ENSG00000162813
ENSP00000449883,ENSG00000162813
ENSP00000215885,ENSG00000100078
ENSP00000240662,ENSG00000121361
ENSP00000440012,ENSG00000121361
ENSP00000499300,ENSG00000121361
ENSP00000499462,ENSG00000121361
ENSP00000216392,ENSG00000100504
ENSP00000431657,ENSG00000100504
ENSP00000443787,ENSG00000100504
ENSP00000370129,ENSG00000151632
ENSP00000392694,ENSG00000151632
ENSP00000408440,ENSG00000151632
ENSP00000474566,ENSG00000151632
ENSP00000225519,ENSG00000197417
ENSP00000299206,ENSG00000166169
ENSP00000343102,ENSG00000166169
ENSP00000359181,ENSG00000166169
ENSP00000359187,ENSG00000166169
ENSP00000359188,ENSG00000166169
ENSP00000359191,ENSG00000166169
ENSP00000390093,ENSG00000166169
ENSP00000400517,ENSG00000166169
ENSP00000400676,ENSG00000166169
ENSP00000406791,ENSG00000166169
ENSP00000411678,ENSG00000166169
ENSP00000414293,ENSG00000166169
ENSP00000485885,ENSG00000166169
ENSP00000465773,ENSG00000080511
ENSP00000466058,ENSG00000080511
ENSP00000498711,ENSG00000080511
ENSP00000368496,ENSG00000176022
ENSP00000376472,ENSG00000134910
ENSP00000432820,ENSG00000134910
ENSP00000432912,ENSG00000134910
ENSP00000435810,ENSG00000134910
ENSP00000436523,ENSG00000134910
ENSP00000436558,ENSG00000134910
ENSP00000436962,ENSG00000134910
ENSP00000497336,ENSG00000134910
ENSP00000293599,ENSG00000161798
ENSP00000373918,ENSG00000106105
ENSP00000392677,ENSG00000106105
ENSP00000415447,ENSG00000106105
ENSP00000501636,ENSG00000106105
ENSP00000501655,ENSG00000106105
ENSP00000501884,ENSG00000106105
ENSP00000501980,ENSG00000106105
ENSP00000501986,ENSG00000106105
ENSP00000502033,ENSG00000106105
ENSP00000502174,ENSG00000106105
ENSP00000502296,ENSG00000106105
ENSP00000502373,ENSG00000106105
ENSP00000502408,ENSG00000106105
ENSP00000502451,ENSG00000106105
ENSP00000502464,ENSG00000106105
ENSP00000502513,ENSG00000106105
ENSP00000502571,ENSG00000106105
ENSP00000502681,ENSG00000106105
ENSP00000502743,ENSG00000106105
ENSP00000502799,ENSG00000106105
ENSP00000502814,ENSG00000106105
ENSP00000308895,ENSG00000173638
ENSP00000369347,ENSG00000173638
ENSP00000393988,ENSG00000173638
ENSP00000401850,ENSG00000173638
ENSP00000411345,ENSG00000173638
ENSP00000435780,ENSG00000173638
ENSP00000441772,ENSG00000173638
ENSP00000457278,ENSG00000173638
ENSP00000498221,ENSG00000173638
ENSP00000265052,ENSG00000074416
ENSP00000381176,ENSG00000074416
ENSP00000404146,ENSG00000074416
ENSP00000417060,ENSG00000074416
ENSP00000417489,ENSG00000074416
ENSP00000420125,ENSG00000074416
ENSP00000497905,ENSG00000074416
ENSP00000269980,ENSG00000248098
ENSP00000416000,ENSG00000248098
ENSP00000440345,ENSG00000248098
ENSP00000445727,ENSG00000248098
ENSP00000445809,ENSG00000248098
ENSP00000305995,ENSG00000170950
ENSP00000345708,ENSG00000187486
ENSP00000432729,ENSG00000187486
ENSP00000434755,ENSG00000187486
ENSP00000436479,ENSG00000187486
ENSP00000506780,ENSG00000187486
ENSP00000508090,ENSG00000187486
ENSP00000233202,ENSG00000018280
ENSP00000346320,ENSG00000018280
ENSP00000443435,ENSG00000018280
ENSP00000483970,ENSG00000018280
ENSP00000484905,ENSG00000018280
ENSP00000519332,ENSG00000018280
ENSP00000246166,ENSG00000257365
ENSP00000312678,ENSG00000101871
ENSP00000370156,ENSG00000101871
ENSP00000370157,ENSG00000101871
ENSP00000370159,ENSG00000101871
ENSP00000370162,ENSG00000101871
ENSP00000370164,ENSG00000101871
ENSP00000391154,ENSG00000101871
ENSP00000414521,ENSG00000101871
ENSP00000484712,ENSG00000101871
ENSP00000501707,ENSG00000101871
ENSP00000502171,ENSG00000101871
ENSP00000502220,ENSG00000101871
ENSP00000508663,ENSG00000101871
ENSP00000508734,ENSG00000101871
ENSP00000509730,ENSG00000101871
ENSP00000509925,ENSG00000101871
ENSP00000334726,ENSG00000100033
ENSP00000349577,ENSG00000100033
ENSP00000396806,ENSG00000100033
ENSP00000409742,ENSG00000100033
ENSP00000410805,ENSG00000100033
ENSP00000413941,ENSG00000100033
ENSP00000480347,ENSG00000100033
ENSP00000268220,ENSG00000140612
ENSP00000413121,ENSG00000140612
ENSP00000452684,ENSG00000140612
ENSP00000452697,ENSG00000140612
ENSP00000452932,ENSG00000140612
ENSP00000453930,ENSG00000140612
ENSP00000453997,ENSG00000140612
ENSP00000454193,ENSG00000140612
ENSP00000274278,ENSG00000145626
ENSP00000328033,ENSG00000145626
ENSP00000426100,ENSG00000145626
ENSP00000427079,ENSG00000145626
ENSP00000427630,ENSG00000145626
ENSP00000487376,ENSG00000145626
ENSP00000261797,ENSG00000070614
ENSP00000427813,ENSG00000070614
ENSP00000428604,ENSG00000070614
ENSP00000429966,ENSG00000070614
ENSP00000430258,ENSG00000070614
ENSP00000359577,ENSG00000172987
ENSP00000359580,ENSG00000172987
ENSP00000359583,ENSG00000172987
ENSP00000384384,ENSG00000172987
ENSP00000485916,ENSG00000172987
ENSP00000332756,ENSG00000101974
ENSP00000355165,ENSG00000101974
ENSP00000359588,ENSG00000101974
ENSP00000391259,ENSG00000101974
ENSP00000394573,ENSG00000101974
ENSP00000397923,ENSG00000101974
ENSP00000507250,ENSG00000101974
ENSP00000319170,ENSG00000178700
ENSP00000377768,ENSG00000178700
ENSP00000418415,ENSG00000178700
ENSP00000420810,ENSG00000178700
ENSP00000480823,ENSG00000178700
ENSP00000250416,ENSG00000129484
ENSP00000392972,ENSG00000129484
ENSP00000431867,ENSG00000129484
ENSP00000432283,ENSG00000129484
ENSP00000445524,ENSG00000129484
ENSP00000517361,ENSG00000129484
ENSP00000517362,ENSG00000129484
ENSP00000517363,ENSG00000129484
ENSP00000517364,ENSG00000129484
ENSP00000517365,ENSG00000129484
ENSP00000246337,ENSG00000126088
ENSP00000400253,ENSG00000126088
ENSP00000404489,ENSG00000126088
ENSP00000490594,ENSG00000126088
ENSP00000490710,ENSG00000126088
ENSP00000498247,ENSG00000126088
ENSP00000498295,ENSG00000126088
ENSP00000498304,ENSG00000126088
ENSP00000498413,ENSG00000126088
ENSP00000498551,ENSG00000126088
ENSP00000498635,ENSG00000126088
ENSP00000498668,ENSG00000126088
ENSP00000498709,ENSG00000126088
ENSP00000499014,ENSG00000126088
ENSP00000499178,ENSG00000126088
ENSP00000260983,ENSG00000138411
ENSP00000395770,ENSG00000138411
ENSP00000494649,ENSG00000138411
ENSP00000494800,ENSG00000138411
ENSP00000495351,ENSG00000138411
ENSP00000495418,ENSG00000138411
ENSP00000495504,ENSG00000138411
ENSP00000354554,ENSG00000198727
ENSP00000262890,ENSG00000079462
ENSP00000444935,ENSG00000079462
ENSP00000469352,ENSG00000079462
ENSP00000470753,ENSG00000079462
ENSP00000471933,ENSG00000079462
ENSP00000472950,ENSG00000079462
ENSP00000473065,ENSG00000079462
ENSP00000265261,ENSG00000064225
ENSP00000377717,ENSG00000064225
ENSP00000417109,ENSG00000064225
ENSP00000417201,ENSG00000064225
ENSP00000417376,ENSG00000064225
ENSP00000417584,ENSG00000064225
ENSP00000418650,ENSG00000064225
ENSP00000418896,ENSG00000064225
ENSP00000419202,ENSG00000064225
ENSP00000419209,ENSG00000064225
ENSP00000419690,ENSG00000064225
ENSP00000420047,ENSG00000064225
ENSP00000420474,ENSG00000064225
ENSP00000420693,ENSG00000064225
ENSP00000480884,ENSG00000064225
ENSP00000223193,ENSG00000106462
ENSP00000320147,ENSG00000106462
ENSP00000417062,ENSG00000106462
ENSP00000417377,ENSG00000106462
ENSP00000417704,ENSG00000106462
ENSP00000419050,ENSG00000106462
ENSP00000419711,ENSG00000106462
ENSP00000419856,ENSG00000106462
ENSP00000506949,ENSG00000106462
ENSP00000507503,ENSG00000106462
ENSP00000508286,ENSG00000106462
ENSP00000508407,ENSG00000106462
ENSP00000295119,ENSG00000163002
ENSP00000364066,ENSG00000163002
ENSP00000387305,ENSG00000163002
ENSP00000393130,ENSG00000163002
ENSP00000403819,ENSG00000163002
ENSP00000412311,ENSG00000163002
ENSP00000412554,ENSG00000163002
